model,scene,nodeType,methodName,totalTime,execCount
supplychain-planner,性能测试1/3,Product,calcInsertOrderDemandsForN2,1075,1989
supplychain-planner,性能测试1/3,Product,calcTotalLeadTime,662,1989
supplychain-planner,性能测试1/3,Product,calcInsertOrderDemandsForN3,1374,1989
supplychain-planner,性能测试1/3,ProductRouting,calcCostPerQuantity,17367,1979
supplychain-planner,性能测试1/3,ProductRoutingStep,calcOutputQuantity,4285,2966
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcCurrencyInPeriod,4,35
supplychain-planner,性能测试1/3,SupplyChainPlanner,calcEndOfFrozenPeriod,528,1
supplychain-planner,性能测试1/3,Period,calcCanBeReleased,10,7
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcDetectedInventorySuppliesFulfilledDemands,18479,41664
supplychain-planner,性能测试1/3,UnitPeriodTime,calcUtilization,2923,1428
supplychain-planner,性能测试1/3,ProductRoutingStep,calcQuantityToProcessFactor,2374,2966
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcFulfilledDependentDemandQuantity,5700,23808
supplychain-planner,性能测试1/3,NewSupply,calcMaterialFlag,6441,8894
supplychain-planner,性能测试1/3,PlanOrderStep,calcNewSupplies,20812,13853
supplychain-planner,性能测试1/3,DependentDemand,calcInventoryFlag,3149,3948
supplychain-planner,性能测试1/3,PlanOrder,calcPlanOrderId,29770,13853
supplychain-planner,性能测试1/3,SupplyChainUnit,calcQuantityToProcess,287,195
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMonthlyInventoryStartN,6370,11904
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcHasChildren,2953,5952
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcReplaceNewSupplies,25151,49576
supplychain-planner,性能测试1/3,DependentDemand,calcUnitPeriod,5809,3948
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcSalesDemandOnOwner,21648,41664
supplychain-planner,性能测试1/3,ProductRouting,calcProductRoutingInMonths,15086,3958
supplychain-planner,性能测试1/3,Period,calcUnitPeriods,765987,945
supplychain-planner,性能测试1/3,ProductRoutingStep,calcOutputProducts,5359,3953
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcLastPISPIPForPp,8460,27776
supplychain-planner,性能测试1/3,StockingPoint,calcCurrency,17,8
supplychain-planner,性能测试1/3,DependentDemand,calcDependentDemandSet,4648,7896
supplychain-planner,性能测试1/3,Product,calcTotalQuantityDemandN1,989,1989
supplychain-planner,性能测试1/3,UnitPeriodTime,calcMaxCapacity,87,1330
supplychain-planner,性能测试1/3,Product,calcTotalQuantityDemandN3,1068,1989
supplychain-planner,性能测试1/3,PeriodDefinition,calcLastPeriod,8,2
supplychain-planner,性能测试1/3,Product,calcTotalQuantityDemandN2,1013,1989
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcProduct,12212,5952
supplychain-planner,性能测试1/3,DependentDemand,calcDependentDemandsOnOwner,7650,7896
supplychain-planner,性能测试1/3,ProductRouting,calcRoutingPreference,1321,1979
supplychain-planner,性能测试1/3,SupplyChainUnit,calcUnitPeriods,4496,390
supplychain-planner,性能测试1/3,InputProduct,calcInventoryCostRatio,815,1979
supplychain-planner,性能测试1/3,PeriodTask,calcIsViceUnitFreeCapacityUnFillLotSize,2749,7912
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcHasBatchConstraint,3484,5952
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcCurrencyInPeriod,24335,41664
supplychain-planner,性能测试1/3,PeriodTask,calcFeedbackQuantity,5028,15824
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcResourceReason,23825,49576
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcAllProductRouting,44197,17856
supplychain-planner,性能测试1/3,SupplyChainPlanner,calcStart,524,1
supplychain-planner,性能测试1/3,ProductRouting,calcHasMaxOrderQuantity,295,1979
supplychain-planner,性能测试1/3,ProductRouting,calcUseYield,8074,3958
supplychain-planner,性能测试1/3,NewSupply,calcProductId,5669,7912
supplychain-planner,性能测试1/3,Period,calcActiveOptimizerParameter,10,7
supplychain-planner,性能测试1/3,PlanOrderStep,calcFeedbackQuantity,4845,13853
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcVariableCostPerHour,8,35
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcPurchaseRequestReleaseQuantity,17242,41664
supplychain-planner,性能测试1/3,OutputProduct,calcCumulativeCycleTime,1461,3958
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcSystemNewSuppliesFulfilledDemands,26126,49576
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcNewSupplyQuantity,5757,23808
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMonthlyDeliveredQuantityNPrevious,3131,5952
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcVariableCost,4,35
supplychain-planner,性能测试1/3,ProductRoutingStep,calcHasOutput,2982,2966
supplychain-planner,性能测试1/3,ProductRoutingStep,calcAllAllowedUnitInfos,2611,1979
supplychain-planner,性能测试1/3,Period,calcResourceUtilization,502,476
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcPurchaseRequestDetectQuantity,17200,27776
supplychain-planner,性能测试1/3,ProductRouting,calcBillOfMaterialsOnSameProduct,10889,1979
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcPrevious,90656,55552
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcProduct,172306,34545
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcVariableCostPerQuantity,8,35
supplychain-planner,性能测试1/3,Product,calcPurchaseRequestQuantity,523,1989
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcProductionLine,23029,9898
supplychain-planner,性能测试1/3,ProductRoutingStep,calcInputProducts,6244,3953
supplychain-planner,性能测试1/3,ProductRoutingStep,calcValidFrom,2188,1979
supplychain-planner,性能测试1/3,SupplyChainUnit,calcInputStockingPointUnits,94,195
supplychain-planner,性能测试1/3,ProductRouting,calcIsDetectionRouting,529,1979
supplychain-planner,性能测试1/3,PeriodTask,calcIsViceUnitFreeCapacityUnFillMinOQ,2498,7912
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcLoopTag,2183,6939
supplychain-planner,性能测试1/3,NewSupply,calcInnerSupplierInfo,2869,11860
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcProductId,17982,5952
supplychain-planner,性能测试1/3,PeriodTask,calcHasSufficientInflow,3593,7912
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcProductRoutingSteps,233599,34545
supplychain-planner,性能测试1/3,PlanOrder,calcAllPlanOrders,37245,27706
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcPlannedQuantityInPP,3595,987
supplychain-planner,性能测试1/3,ProductRoutingStep,calcInputQuantity,4091,2966
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcValidStatisticMonths,7161,5952
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcPrevious,38,35
supplychain-planner,性能测试1/3,PlanOrder,calcIsProductionOrder,11189,13853
supplychain-planner,性能测试1/3,PlanOrderStep,calcIsInReleaseHorizon,17090,13853
supplychain-planner,性能测试1/3,DependentDemand,calcReplaceGroup,1131,3948
supplychain-planner,性能测试1/3,PeriodTask,calcPlanOrderStep,25321,15824
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMinusFlagForExceed,3217,7926
supplychain-planner,性能测试1/3,PeriodTask,calcUnitId,3944,7912
supplychain-planner,性能测试1/3,Period,calcSalesDemands,11,7
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcHasPointedSupplied,2739,5952
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcDigitalRoutingPatternId,18,35
supplychain-planner,性能测试1/3,ProductRoutingStep,calcRoutingLevelCostPerQuantity,3244,1979
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcTargetInventoryLevelEnd,3778,5952
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcUnitPeriodMutexInPeriod,6,35
supplychain-planner,性能测试1/3,PeriodDefinition,calcEnd,12,2
supplychain-planner,性能测试1/3,UnitPeriodTime,calcUnitMutexInPeriod,400,1330
supplychain-planner,性能测试1/3,ProductRoutingStep,calcOutputQuantityWithoutByProduct,8299,4945
supplychain-planner,性能测试1/3,OutputProduct,calcQuantity,2817,1979
supplychain-planner,性能测试1/3,ProductRoutingStep,calcHasPreProcessingTime,262,1979
supplychain-planner,性能测试1/3,UnitPeriodTime,calcUnitId,5989,1330
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcNeedsToBeSupplied,11208,5952
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcProductInStockingPointsOnOwner,133918,41664
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMaxLotSize,3569,7926
supplychain-planner,性能测试1/3,Product,calcSalesOrderDemandsForN,997,1989
supplychain-planner,性能测试1/3,InputProduct,calcAsOutputsInOtherRoutings,7331,2966
supplychain-planner,性能测试1/3,NewSupply,calcSupplySP,6665,11860
supplychain-planner,性能测试1/3,Product,calcDeliveredInPreviousMonth,2757,3973
supplychain-planner,性能测试1/3,PeriodTask,calcUnitOfMeasureNameOfOutput,9723,7912
supplychain-planner,性能测试1/3,DependentDemand,calcDetectInventoryLevelEnd,2844,3948
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcInventoryDemandPriorityCoef,12757,5952
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcIsUsed,50579,45612
supplychain-planner,性能测试1/3,SupplyChainUnit,calcUnitCosts,171,195
supplychain-planner,性能测试1/3,PlanOrderStep,calcProductRoutingStepOnUnits,16687,13853
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcValidStaticDate,12166,5952
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcStartTime,227812,34545
supplychain-planner,性能测试1/3,PeriodTask,calcMaterialFlag,13245,11860
supplychain-planner,性能测试1/3,ProductRoutingStepOnUnit,calcProduct,4819,1979
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcVariableCostFactor,34,35
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcBatchConstraintMonthNum,4063,5952
supplychain-planner,性能测试1/3,DependentDemand,calcInventoryInfoFromPispip,5005,3948
supplychain-planner,性能测试1/3,Period,calcPreviousPeriod,11,7
supplychain-planner,性能测试1/3,UnitPeriodTime,calcPreviousPeriodLastShiftDay,1847,1330
supplychain-planner,性能测试1/3,UnitPeriodTime,calcHasUnitAvailability,785,1428
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcDetectingReleaseQuantity,15987,27776
supplychain-planner,性能测试1/3,PlanOrder,calcSystemNewSuppliesFulfilledDemands,9834,21765
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcInnerDependentDemandInfo,14543,45612
supplychain-planner,性能测试1/3,StockingPoint,calcInputStockingPointUnits,5,8
supplychain-planner,性能测试1/3,Period,calcOriginalSalesDemands,6,7
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcChildrenUnits,10,35
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcStart,53878,41664
supplychain-planner,性能测试1/3,UnitPeriodTime,calcShiftPattern,1144,1428
supplychain-planner,性能测试1/3,NewSupply,calcPlanOrder,18145,15824
supplychain-planner,性能测试1/3,PlanOrderStep,calcPeriodTasks,22465,13853
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcSalesDemands,3117,5952
supplychain-planner,性能测试1/3,Period,calcIsLatestFrozenPeriod,20,14
supplychain-planner,性能测试1/3,ProductRouting,calcMinusFlag,1452,3957
supplychain-planner,性能测试1/3,InputProduct,calcCumulativeCycleTime,634,1979
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcCategotyId,3960,5952
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcTargetInventoryLevelEndForN1,1960,5952
supplychain-planner,性能测试1/3,ProductRoutingStep,calcNumberOfProducts,3349,2966
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcTotalExtraCapacityDuration,8,35
supplychain-planner,性能测试1/3,StockingPoint,calcStockingPointUnits,8,8
supplychain-planner,性能测试1/3,DependentDemand,calcAssignRatio,826,3948
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcExpireDateTime,17531,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcNextPeriodMinimumInDaysFactor,21996,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcProductAttr,119603,41664
supplychain-planner,性能测试1/3,SupplyChainUnit,calcDefaultShiftPattern,275,195
supplychain-planner,性能测试1/3,PlanOrder,calcPreviousPlanOrder,22447,27706
supplychain-planner,性能测试1/3,PeriodTask,calcInitProductIdOfOutput,4574,7912
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcScpmNewSupplyQuantity,16319,27776
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcOutputs,1978,987
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcMaterialFlag,29609,49576
supplychain-planner,性能测试1/3,OutputProduct,calcScheduleDuration,667,1979
supplychain-planner,性能测试1/3,PlanOrder,calcFinishedQuantity,3675,13853
supplychain-planner,性能测试1/3,OutputProduct,calcProductInStokingPoint,3725,1979
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcDetectProductInStockingPointInPeriods,171769,34545
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcInventorySupplyQuantityForInfinitePurchase,31706,41664
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcFromSP,1787,987
supplychain-planner,性能测试1/3,Period,calcMonthNr,9,7
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcIsFinishedProductStockingPoint,98974,41664
supplychain-planner,性能测试1/3,Period,calcTimeUnit,8,7
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcUnfulfilledQuantity,5613,27776
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcProductInStockingPointCapacityInPeriod,18690,41664
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcIsFreeCapacityZero,1331,63
supplychain-planner,性能测试1/3,Period,calcGlobalParameter,12,7
supplychain-planner,性能测试1/3,Product,calcHasProductionRouting,9939,2976
supplychain-planner,性能测试1/3,Product,calcSalesOrderDemands,1148,1989
supplychain-planner,性能测试1/3,PeriodTask,calcIsUnitFreeCapacityUnFillLotSize,2151,11860
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcHasPISPIPForPP,39021,9921
supplychain-planner,性能测试1/3,ProductRouting,calcLastPeriodTasks,7852,3957
supplychain-planner,性能测试1/3,UnitPeriodTime,calcCapacityFactor,229,1330
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcDefaultInventoryCoef,6260,5952
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcUsedCapacity,37,35
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcFulfilledQuantity,14186,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcPispipForPp,19519,9921
supplychain-planner,性能测试1/3,Period,calcFulfillmentQuantity,6,7
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcAllocatedQuantityByUserAndOptimizer,22662,45612
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcProductRouting,27319,15828
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcPlannedPieceNumInPP,5642,34545
supplychain-planner,性能测试1/3,ProductRouting,calcHasLotSize,492,1979
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcAllPeriodTasks,4485,987
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcpispipForPPOnPISP,107008,55552
supplychain-planner,性能测试1/3,PeriodTask,calcLeadPreviousStepInPeriods,6582,7912
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcIsInnerTransfer,348,987
supplychain-planner,性能测试1/3,DependentDemand,calcInvalidRoutingFlagGroup,1029,3964
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcFirstProductInStockingPointInPeriod,9639,23808
supplychain-planner,性能测试1/3,PeriodTask,calcQuantityToProcess,3468,7912
supplychain-planner,性能测试1/3,UnitPeriodTime,calcNrOfOpen,2080,1428
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMonthlyNewSupplyQuantityNInPP,5627,11904
supplychain-planner,性能测试1/3,ProductRouting,calcLotSize,1042,1979
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcIsImBalance,28580,41664
supplychain-planner,性能测试1/3,Period,calcDuration,14,7
supplychain-planner,性能测试1/3,DependentDemand,calcInventoryFlagSet,2041,3948
supplychain-planner,性能测试1/3,PlanOrderStep,calcPeriodTasksInAllPeriods,30081,13853
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcLevel,11418,5952
supplychain-planner,性能测试1/3,StockingPoint,createStockingPointInPeriod,1,8
supplychain-planner,性能测试1/3,DependentDemand,calcInnerDependentDemand,1044,3948
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcCanInfinitePurchase,28867,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcStockingPoint,11832,5952
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcDetectedPISP,116083,41664
supplychain-planner,性能测试1/3,SupplyChainUnit,calcUnitCapacities,809,390
supplychain-planner,性能测试1/3,PlanOrderStep,calcStart,16873,13853
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcBaseCost,24197,49576
supplychain-planner,性能测试1/3,ProductRouting,calcMinOrderQuantity,222,1979
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMinUnfulfilledQuantity,2493,5952
supplychain-planner,性能测试1/3,PeriodTask,calcBaseWIPCost,3924,7912
supplychain-planner,性能测试1/3,NewSupply,calcIsReplacement,5698,7912
supplychain-planner,性能测试1/3,UnitPeriodTime,calcUnitPeriodInOwner,2691,1330
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcUnitCapacitiesOnOwner,1620,63
supplychain-planner,性能测试1/3,PeriodTask,calcIsUnitAvailableCapacityZero,18914,11876
supplychain-planner,性能测试1/3,Period,calcFulfillmentRatio,4,7
supplychain-planner,性能测试1/3,ProductRouting,calcBomFunction,697,1979
supplychain-planner,性能测试1/3,Product,calcPurchaseOrderQuantity,725,1989
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcPlanOrders,58485,55552
supplychain-planner,性能测试1/3,Period,calcIsBeforeStartOfPlanningHorizon,9,7
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcInventoryLevelEnd,17300,41664
supplychain-planner,性能测试1/3,Product,calcProductInStockingPoints,13808,3978
supplychain-planner,性能测试1/3,ProductRouting,calcTotalQuantityFromPPThisMonth,813,2966
supplychain-planner,性能测试1/3,DependentDemand,calcMinInputQuantity,4597,3948
supplychain-planner,性能测试1/3,StockingPoint,calcSupplyChainName,5,8
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcQuantityToProcess,920,39
supplychain-planner,性能测试1/3,NewSupply,calcIsInnerSupply,5699,7912
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcBaseCostOfInventory,26898,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcPhysicalInventoryLevelEnd,25505,41664
supplychain-planner,性能测试1/3,InputProduct,calcInitQuantity,777,1979
supplychain-planner,性能测试1/3,NewSupply,calcMaterialReason,6666,8894
supplychain-planner,性能测试1/3,ProductRoutingStep,calcHasInput,3284,2966
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcCanSupplyByPurchase,4917,5952
supplychain-planner,性能测试1/3,Product,calcHasBatchConstraint,974,1989
supplychain-planner,性能测试1/3,MonthlyPeriod,calcDuration,6,1
supplychain-planner,性能测试1/3,OutputProduct,calcInventoryCostRatio,5243,4945
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcUnitAvailability,6,35
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcMaintenance,7,35
supplychain-planner,性能测试1/3,UnitPeriodTime,calcChildrenUnitPeriods,1259,1330
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMonthlyPhysicalInventoryStartN,5605,11904
supplychain-planner,性能测试1/3,PlanOrder,calcNewSupplies,26129,21765
supplychain-planner,性能测试1/3,Product,calcFrozenInventoryQuantity,595,1989
supplychain-planner,性能测试1/3,PlanOrder,calcLastStep,19972,13853
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcDetectingReleaseQuantity,16211,41664
supplychain-planner,性能测试1/3,ProductRoutingStep,calcNumberOfUnit,2422,1979
supplychain-planner,性能测试1/3,ProductRoutingStep,calcProductRoutingStepOnUnits,4861,2966
supplychain-planner,性能测试1/3,StockingPoint,calcOutputStockingPointUnits,5,8
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMaxInventoryLevelEnd,3090,5952
supplychain-planner,性能测试1/3,ProductRoutingStep,calcHasPostProcessingTime,363,1979
supplychain-planner,性能测试1/3,ProductRoutingStep,calcPlanOrderSteps,26704,3958
supplychain-planner,性能测试1/3,Product,calcStatisticProductInStockingPoints,1765,1989
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcInventoryLevelStart,2282,11904
supplychain-planner,性能测试1/3,Product,calcValidCurrentInventories,827,1989
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcMonthlyNewSupplyQuantityN1InPP,1323,5952
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcValidStockStatistics,2717,5952
supplychain-planner,性能测试1/3,ProductRoutingStep,calcQuantityToNextStep,323,1979
supplychain-planner,性能测试1/3,ReleaseStatus,calcPlanOrders,5661,1
supplychain-planner,性能测试1/3,UnitPeriodTime,calcMaintenance,298,1428
supplychain-planner,性能测试1/3,Product,calcTotalUnfulfilledQuantityN,924,1989
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcOuterNewSupplyQuantity,5552,23808
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcNext,162627,41664
supplychain-planner,性能测试1/3,Product,calcGlobalParameter,2618,1989
supplychain-planner,性能测试1/3,StockingPoint,calcIsSemiFinishedProductStockingPoint,4,8
supplychain-planner,性能测试1/3,OutputProduct,calcFirstProductRoutingStep,1687,2971
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcFreeCapacity,10,35
supplychain-planner,性能测试1/3,PlanOrder,calcIsOutsidePurchase,10469,13853
supplychain-planner,性能测试1/3,ProductRoutingStepOnUnit,calcProductRoutingStepOnUnitOnVices,346,1979
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcExpiredInventoryQuantity,18711,41664
supplychain-planner,性能测试1/3,ProductRouting,calcSupplyWithMOQ,689,1979
supplychain-planner,性能测试1/3,InputProduct,calcProduct,3999,1979
supplychain-planner,性能测试1/3,Period,calcOnTimeFulfillmentRatio,4,7
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcPeriodTasks,3796,987
supplychain-planner,性能测试1/3,ProductRouting,calcSpecification,1687,1979
supplychain-planner,性能测试1/3,PeriodTask,calcProductRoutingStepOnUnitOnVices,3609,7912
supplychain-planner,性能测试1/3,OutputProduct,calcInitQuantity,698,1979
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcNowFulfilledSalesDemandQuantity,17113,41664
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcEnd,29,35
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcPhysicalInventoryLevelStart,16768,51583
supplychain-planner,性能测试1/3,ProductRoutingStep,calcSystemQuantityToNextStep,647,2966
